argument_id,split,stance,question,value,positive_answer,negative_answer
A24017,training,against,Should we adopt atheism?,Universalism: tolerance,"religions produce color to the world and celebrate the diversity of people so it would be a duller world without it, so we should not adopt atheism.",
A19481,training,in favor of,Should we end mandatory retirement?,Conformity: interpersonal,if someone can still work they should be allowed. it will cause less strain on social security.,
A28268,training,in favor of,Should we ban the use of child actors?,Conformity: rules,we should ban the use of child actors because they belong in school,
D01079,training,against,Should Political parties be brought under RTI (Right to Information) Act?,Benevolence: caring,There are adequate provisions in the Income Tax law and with the Election Commission so that people can have whatever information they want.,
A19150,training,against,Should we end mandatory retirement?,Power: resources,if we end mandatory retirement many older workers that want to retire after many years of service may be denied that right,
A12399,validation,in favor of,Should we abandon television?,Self-direction: thought,we need to abandon tv as it is outdated and there are other venues that provide better entertainment,
A27127,training,in favor of,Should we abolish capital punishment?,Universalism: concern,A state that outlaws murder cannot then turn around and murder prisoners in the name of the law. It is perverse and unjust.,
A31093,test,against,Should we abandon marriage?,Tradition,marriage is a sacred thing for many people and should not be abandoned.,
E07006,training,in favor of,Should Imprisonment of foreign criminals be carried out in their country?,Achievement,This will relieve the European prison system. This would encourage many migrants to take responsibility for the laws of the host countries.,
A31094,test,against,Should we close Guantanamo Bay detention camp?,Universalism: objectivity,guantanamo bay helps to find out vital information about terrorists and their planned attacks. this should be done by any means necessary.,
A32400,test,in favor of,Should we fight urbanization?,Security: societal,urbanization increases pollution and congestion in cities.,
A03015,training,in favor of,Should we cancel pride parades?,Conformity: rules,pride parades create a huge disturbance,
A29324,training,against,Should we adopt gender-neutral language?,Universalism: objectivity,Gender neutral language can be very confusing and simply serves to emphasize the difference between those who consider themselves binary and those who do not,
A29089,training,in favor of,Should we subsidize embryonic stem cell research?,Self-direction: thought,subsidized embryonic stem cell research will advance medical science more rapidly than would otherwise be the case,
A23322,training,against,Should we ban telemarketing?,Achievement,It is time saving. You can reach a large number prospects much faster than a sales representative on foot.,
A17018,training,against,Should we abolish zoos?,Universalism: nature,a zoo is a safe place for animals who lost their homes and are not able to care for themselves,
A28156,training,against,Should we ban fast food?,Self-direction: action,fast food is an inexpensive alternative for those that can't afford higher value nutrition or do not have the time to cook and sit for an elaborate supper every day.,
A28463,training,in favor of,Should we ban missionary work?,Self-direction: thought,"Missionary workers often travel to foreign countries on false premises, such as to teach or provide aid. But they are really there to spread Christianity.",
A12121,training,against,Should we legalize sex selection?,Security: societal,allowing sex selection could lead to an imbalance of the genders in the population.,
A12103,validation,in favor of,Should Payday loans be banned?,Universalism: tolerance,payday loans take advantage of people in desperate situations,
A22130,validation,in favor of,Social media brings more harm than good?,Stimulation,social media is time consuming and we can spend our time doing something more productive,
E07049,training,in favor of,Should There be no immigration from non-European or non-first-world countries?,Security: societal,Migration from countries with incompatible cultural values and ideologies should be limited or stopped to ensure social cohesion in Europe. Regressive outdated ideologies and values should have no place in Europe. ,
A22056,training,in favor of,Should we end the use of economic sanctions?,Universalism: concern,the only ones that suffer with economic sanctions are the regular citizens of the countries.,
A22092,validation,in favor of,Should The vow of celibacy be abandoned?,Hedonism,"the vow of celibacy represents a time when sex was considered dirty and taboo, instead of merely a part of human nature.",
E02096,validation,against,Should we improve migration policies?,Power: dominance,No more immigration! It has already come at too large of a cost. The EU must provide channels for the European people to democratically vote for the mass deportation of migrants.,
A27499,test,in favor of,Should we subsidize stay-at-home dads?,Power: resources,we should subsidize stay-at-home dads because women usually don't make equal pay to the man so it would help make up the difference lacking in the wife's salary.,
A30364,training,against,Should we abolish safe spaces?,Conformity: interpersonal,there needs to be places where in the world where bias and recrimination does not exist. people need a safe space so they are not bothered by prejudice and bias.,
A20292,training,against,Should we abolish intellectual property rights?,Power: resources,"we should keep intellectual property rights because if a person came up with an idea, they should receive credit for it no matter what the circumstances are, it is only fair.",
A19178,training,in favor of,Should we adopt libertarianism?,Power: resources,libertarianism frees citizens and business owners from expensive regulations,
A24071,training,against,Should we abolish intellectual property rights?,Achievement,if someone invents something they should be able to profit from it,
A12395,validation,in favor of,Should we abandon television?,Stimulation,i thinkwe should abandon television only social and educational,
A31376,test,against,Should we fight urbanization?,Achievement,"urbanization will allow a large number of jobs to be available in one city, thus allowing people to take mass transit to work, reducing traffic and pollution.",
A19421,training,against,Should we abolish safe spaces?,Benevolence: caring,We should not abolish safe spaces because people who have PTSD will disengage from universities and other spaces if they cannot participate safely.,
A22411,training,in favor of,Should we stop the development of autonomous cars?,Humility,autonomous cars could increase accidents,
A28053,training,in favor of,Should we subsidize embryonic stem cell research?,Self-direction: thought,embryonic stem cells have already been proven to have the capability to save lives. with more research who knows how many more uses they could have in reducing illness and improving quality of life.,
A32121,test,against,Should we abandon marriage?,Hedonism,studies show that people who are married are happier and healthier than those who are not,
A21086,training,against,Should we ban algorithmic trading?,Achievement,algorithmic trading is an easy way to keep money moving and to make a profit so there is no reason to ban it.,
A28413,training,against,Should we adopt atheism?,Tradition,people are guided by religion on how to conduct their live and its been around for thousands of years,
A12224,training,against,Should we ban factory farming?,Power: dominance,factory farming is necessary in our society as a way to control and protect the environment in which the animals are living so they are not subjected to disease and predators.,
A32057,test,in favor of,Should we legalize polygamy?,Self-direction: action,people have the right to life the way they choose as long as they aren't harming anyone else.,
A18039,training,in favor of,Should we adopt a zero-tolerance policy in schools?,Power: dominance,Some violent and extreme behaviours in schools deserve a fierce and sharp reaction.,
A29203,training,against,Should we abolish zoos?,Universalism: nature,Zoos offer an easy and  cheap way for people to see and learn about animals from all over the world.,
A22302,training,in favor of,Should we subsidize journalism?,Universalism: tolerance,"Without journalism people have no way of having the information that empower them to make informed voting decisions, making journalism central to democracy and therefore in need of subsidization.",
A25392,training,in favor of,Should we cancel pride parades?,Conformity: rules,"we don't have heterosexual pride day parades, so why should we have pride parades",
A18197,training,against,Should we abolish the Olympic Games?,Power: dominance,promotes peace and sportsmanship amongst countries,
A22102,training,in favor of,Should we abolish capital punishment?,Benevolence: caring,the most obvious reason to oppose is the danger that an innocent person is killed due to the fact that mistakes are made. witnesses can be wrong in what they saw and lawyers can make a hash of defending a case.,
E03036,test,against,Should we build more nuclear power plants?,Achievement,Where do you think should be stored nuclear/radioactive waste please? Stored in glaciers will be problem (with melting etc.).,
A06011,training,in favor of,Should we end the use of economic sanctions?,Face,"economic sanctions are unethical to the economies of smaller, underdeveloped countries.",
D01108,training,against,Should IT recruiters consider skills instead of a degree in programming?,Face,"If a student from non-IT background chose to start a career in the IT field, the efforts they put into graduation will go in vain.",
A32199,test,against,Should we prohibit flag burning?,Universalism: tolerance,flag burning is a constitutional right and should not be a criminal offense,
A24172,training,in favor of,Should we abolish capital punishment?,Security: societal,It is unjust to force government employees to kill a person the way capital punishment does.,
D02035,training,against,Social media is making us less social?,Face,"Through close-knit communities or micro-communities based on shared interests on social media along with private messaging, social media gave us an opportunity to build real connections with people we can really relate to.",
A19489,training,against,Should we ban human cloning?,Self-direction: thought,we should not ban human cloning because it can help save lifes,
A07010,training,against,Should we legalize prostitution?,Tradition,it sets a bad example for younger generation and takes them away from the ethics of the society,
A32121,test,against,Should we abandon marriage?,Tradition,studies show that people who are married are happier and healthier than those who are not,
A22340,validation,against,Should Assisted suicide be a criminal offence?,Universalism: concern,there is no reason for dying people to suffer unnecessarily,
A22051,validation,in favor of,Homeopathy brings more harm than good?,Achievement,"homeopathy has utterly no basis in medicine, and is a treatment offered purely to extract money from potentially vulnerable, desperate people in need of hope.",
A20298,training,in favor of,Should we ban cosmetic surgery?,Humility,so many people are getting elective surgery and having complications later.,
A09094,training,in favor of,Should we adopt libertarianism?,Conformity: interpersonal,we should adopt libertarianism because it cause less outside interference in your personal life,
A32493,test,in favor of,Should we prohibit flag burning?,Conformity: interpersonal,flag burning is an utterly disrespectful act that should be punished,
D27071,training,against,Should we ban kids' reality shows?,Hedonism,Reality shows give opportunity for children to bring out their hidden talents and to finess their skills.,
A29449,validation,in favor of,Should Surrogacy be banned?,Humility,surrogacy should be banned because it is simply just unnatural and the potential the couples and women that want that child change their mind and left the surrogate with the child,
A22135,training,against,Should we subsidize space exploration?,Benevolence: caring,space exploration is an expensive vanity project and subsidization could be abused by military and private interests.,
A17005,training,against,Should we limit judicial activism?,Universalism: tolerance,each case has different circumstances and certain things need to be taken into consideration for each one. judicial activism allow the court to consider the circumstances of each crime.,
D03051,validation,in favor of,Should Hindi be the national language of India?,Tradition,"English is not native to India, but Hindi is.",
A24194,training,against,Should we limit executive compensation?,Face,Executive level employees have worked hard to achieve the level they have  and should be compensated for this.,
A27117,test,in favor of,Should we fight urbanization?,Universalism: nature,urbanization results in resources becoming more scarce,
A32039,test,in favor of,Should we ban naturopathy?,Universalism: objectivity,naturopathy is dangerous because some ingredients are excessive and can cause more health problems down the road,
A32260,test,against,Should we prohibit women in combat?,Universalism: tolerance,women  in combat is perfectly acceptable because they can do just as much as men,
E01027,validation,against,Should we promote the use of nuclear energy?,Universalism: nature,"At this stage it is not worth investing money in current nuclear technology, what we should be doing is investing more in research into nuclear fusion energy, which is really the clean and safe energy we need and which we are getting closer and closer to achieving, in order to have those artificial suns working as soon as possible.  ",
A22157,training,in favor of,Should we cancel pride parades?,Self-direction: action,"some pride parades can get overtly sexual, blurring the line of public decency.",
A22387,training,against,Should we ban whaling?,Benevolence: caring,we should not ban whaling because it provides jobs and food for people.,
A29088,test,in favor of,Should we ban naturopathy?,Security: personal,"naturopathy, while a healthy way of living itself, is not a reasonable way to cure anything.",
A24292,training,against,Should we abolish the right to keep and bear arms?,Benevolence: caring,the right to keep and bear arms is an american constitutional right to protect one's self and family and this right should not be violated.,
D01107,training,in favor of,Should IT recruiters consider skills instead of a degree in programming?,Achievement,"In many of India’s engineering colleges, we can easily pass the subjects even if do not have much knowledge in those subjects. That is the reason many companies are not able to find suitable talent even if there are so many eligible graduates. So, the willingness to become an expert in the field is more important than a degree. ",
A24132,training,against,Should we subsidize journalism?,Face,we should not subsidize journalism as they are private companies and can raise tons of money without our fear of bad reporting because their company would tank if they reported bad news.,
A29280,test,in favor of,Should we legalize polygamy?,Benevolence: dependability,Polygamy makes child-raising easier by spreading the needs of children across more people.,
E02109,validation,in favor of,Should we make pushbacks legal?,Power: dominance,"Pushbacks may not be a nice way of operating. However, Brussels is causing problems by telling the whole World that everyone (7 billion people) has the right to apply for asylum in the EU.  It would be much better by refusing admission to anyone appearing at the border without papers.  The experience is that over 80% of the immigrants are not refugees in danger.",
A22406,training,in favor of,Should we oppose collectivism?,Self-direction: thought,"with collectivism, there is less motivation to do more difficult jobs  as everything has a similar pay.",
A24358,training,against,Should we abolish capital punishment?,Security: societal,capital punishment provides a firm sense of closure for victim's families and the lack thereof may harm them.,
A12009,validation,in favor of,Foster care brings more harm than good?,Stimulation,children raised in foster care don't have the love of a mom and dad,
A21155,training,against,Should we abolish capital punishment?,Power: dominance,"capital punishment is the only acceptable punishment for some heinous crimes because they are so evil, life in prison is not enough.",
A18389,training,against,Should we ban cosmetic surgery?,Hedonism,people have the right to enhance their body in any way they want to.,
A05078,validation,in favor of,Social media brings more harm than good?,Humility,social media brings more harm than good because it causes people to judge themselves too harshly in comparison of the seemingly perfect lives of others online.,
A31362,test,in favor of,Should we subsidize stay-at-home dads?,Benevolence: caring,we should subsidize stay-at-home dads because it lets them spend more time with their kids,
A18429,validation,in favor of,Social media brings more harm than good?,Power: dominance,social media provides an easy way for people to bully others without having to face the person they are bullying.,
D01012,training,in favor of,Should we encourage people to take part in Fit India Movement?,Benevolence: dependability,"With high-quality advertisements and marketing practices, junk food manufacturers are manipulating children to buy their foods. This Fit India Movement will make children think about the negative consequences of junk food. As a result, this movement will encourage children to consume healthy food.",
A19361,training,against,Should we ban missionary work?,Stimulation,missionary work allows volunteers to do productive work in a foreign country,
A31121,test,in favor of,Should we prohibit flag burning?,Tradition,The flag is an important symbol of the country and shouldn't be destroyed.,
A27206,training,in favor of,Should we adopt a zero-tolerance policy in schools?,Benevolence: caring,a zero tolerance policy in schools would cut down on bullying and fighting.,
A24136,validation,against,Should The use of public defenders be mandatory?,Face,public defenders don't do as good of a job as a hired lawyer does,
A32460,test,against,Should we close Guantanamo Bay detention camp?,Universalism: concern,Guantanamo can provide security for accused terrorists who would be hurt in the general prison population.,
D01008,test,in favor of,Should we subsidize print media?,Hedonism,"These days, studies and work involve screen time for many. So, print media is like a break and relief. Moreover, at present more and more people are opting for Digital Detox time. Print media is super useful for them.",
A22407,validation,against,Should Homeschooling be banned?,Self-direction: thought,homeschooling should not be banned because it is a right for parents to educate their children in their comfort of home,
A24029,training,in favor of,Should we ban telemarketing?,Conformity: interpersonal,telemarketers  try to force a product or service without caring if you even need it,
A27492,training,against,Should we legalize cannabis?,Security: personal,it send the wrong message to society that drug use is acceptable,
A31299,test,against,Should we ban naturopathy?,Self-direction: thought,freedom to choose how to take care of one's self  is a basic human right and cannot be controlled by government,
A18067,training,in favor of,Should we subsidize embryonic stem cell research?,Achievement,the investigations with mother cells could mean the definitive advance for the human race,
A30225,validation,in favor of,Should Blockade of the Gaza Strip be ended?,Universalism: objectivity,"Since the blockade began, it has failed to decrease Hamas activity or violence against Israel in any meaningful way, failing at its main objective.",
E01036,validation,in favor of,Should we protect very large natural areas?,Universalism: nature,"To help achieve this, the EU should reduce its excessive livestock subsidies. An agricultural transition away from cattle towards plants would free up a lot of space",
A21039,validation,in favor of,Homeopathy brings more harm than good?,Universalism: objectivity,"homeopathic treatments generally don't improve the patients' conditions and are often used as a replacement for conventional care, which would be more helpful.",
A23260,training,in favor of,Should we subsidize journalism?,Face,jounalism is extremely important to the general public.,
E03029,training,in favor of,"We need integrated rail transport systems, agreements between various railway operators and a simple and accessible search engine?",Universalism: nature,"Take as example airplanes - how so, that it is so common to be able to search for tickets using one of many webpages or apps, but we actually cannot do the same for trains? Trains are more ecological.",
D01113,training,in favor of,Should we adapt the viable pay incentive scheme?,Benevolence: caring,"Variable pay helps in retaining valuable employees. This helps in retaining good talent for long periods of time and thereby, less spending on hiring new talents. This provides stability to the organization.",
A21247,validation,in favor of,Should Holocaust denial be a criminal offence?,Conformity: rules,holocaust denial  is offensive to jewish people.,
A24490,training,against,Should we ban algorithmic trading?,Stimulation,algorihmitic trading is much less expensive for the individual trader.,
A18477,training,against,Should we ban factory farming?,Universalism: concern,factory farming is a way of producing cheap meat. without it poorer people may not be able to afford it and may become malnourished.,
A32027,test,in favor of,Should we ban naturopathy?,Achievement,Naturopathy wastes the time of doctors by creating more patients with unnecessary conditions created by naturopathy.,
A21238,training,in favor of,Should we subsidize journalism?,Self-direction: thought,"When newspapers worry more about the bottom line than the headlines, the quality of the papers goes down resulting in poor pop journalism that panders to the public and the advertisers.",
A12077,training,against,Should we subsidize student loans?,Benevolence: dependability,there are other ways to channel student aid that is not subsidizing loans,
A31023,test,against,Should we prohibit flag burning?,Power: dominance,flag burning is an effective way of showing the contempt that a country is held in and will make them consider what they need to do do to address the problem,
A29174,training,in favor of,Should we adopt atheism?,Universalism: tolerance,"we should adopt atheism as it will do away with religious intolerance and hatred, making the world a more peaceful and harmonious place",
A18174,validation,against,Should The vow of celibacy be abandoned?,Tradition,the vow of celibacy should be promoted as it brings the sense of self control and purity to a person's soul.,
A20233,training,against,Should we abolish intellectual property rights?,Self-direction: thought,people working hard to invite something and should be awarded for it.,
A14003,validation,against,Foster care brings more harm than good?,Stimulation,foster carers are by default caring people who do a lot of valuable work,
A25368,training,against,Should we legalize prostitution?,Conformity: rules,"prostitution preys on vulnerable workers, many of which are provided through human trafficking.",
A28259,training,against,Should we ban cosmetic surgery?,Security: personal,cosmetic surgery gives you the assurance you were lacking physically,
A24443,training,against,Should we ban the use of child actors?,Achievement,"with proper guidance and protection, children can be a valuable asset to the artistic process.",
A05039,training,in favor of,Should we subsidize student loans?,Achievement,student loans set children up to be valuable citizens and the state should support this,
A24442,training,against,Should we cancel pride parades?,Face,people have right to express themselves and raise awareness of different sexual orientations.,
A22168,training,against,Should we ban cosmetic surgery?,Universalism: nature,cosmetic surgery is a personal choice that people should be allowed,
D01026,training,in favor of,Technology is making us feel less human?,Security: personal,"Since the invention of machines, the value of workers is decreasing. They are made to work to support the machines. As a result, work revolves around machines and not humans. Workers are forced to work continuously along with the machine. ",
A12389,training,in favor of,Should we subsidize embryonic stem cell research?,Benevolence: caring,embryonic stem cell research  can lead to new cures for diseases.,
A25495,training,in favor of,Should we adopt a multi-party system?,Universalism: objectivity,a multi party system would bring many new & fresh ideas into the forefront,
A21275,training,in favor of,Should we subsidize Wikipedia?,Universalism: tolerance,wikipedia is useful in helping people of all ages learn about various topics..,
A12096,training,against,Should we subsidize journalism?,Universalism: objectivity,when you subsidize journalism you are making the reporting agency less likely to report anything bad about the place that is providing the funding. therefore you are getting less accurate news.,
A22097,training,in favor of,Should we ban missionary work?,Security: societal,missionary work is very dangerous for the people involved and provides little benefit to those being ministered to,
A07014,training,in favor of,Should we abolish the Olympic Games?,Universalism: objectivity,we should abolish the olympic games because bring together different nations with radically different governments is dangerous.,
A22034,training,against,Should we ban the Church of Scientology?,Universalism: tolerance,having a belief is not illegal and we should not ban or discriminate against those who have different beliefs. provided the church acts within the law it must be tolerated,
E07233,training,in favor of,Europe needs an energy partnership with Africa?,Power: dominance,Only if Europe has an energy partnership with Africa Europe will be able to produce enough clean energy. The EU should develop fair cooperation with the African Union and also offer Africa an alternative to the geopolitical attempts of other powers to establish themselves as global hegemons. ,
A28281,test,against,Should we subsidize stay-at-home dads?,Benevolence: caring,dads who choose to stay home are taking away resources from the potential workforce. this could hurt a nation's economy and make the future less promising for younger generations.,
D27053,training,against,Donald Trump's Presidency was a good thing?,Benevolence: dependability,"Trump has been prioritizing some noticeable issues like the Muslim immigration clampdown, challenging the independence of the Fed, bizarre and ill-qualified cabinet selections, antagonizing China and other trading partners for no reason or embracing Russia and its rogue regime. This is not acceptable beyond limits and can turn people and communities against him.",
A27365,validation,in favor of,Foster care brings more harm than good?,Benevolence: dependability,it does because people just do it for the money and can harm the children.,
A28471,training,against,Should we ban whaling?,Self-direction: action,some tribes depend on whaling resources to survive.,
A21243,validation,in favor of,Should we abandon television?,Stimulation,television is a waste of time; people spend hours looking at the box when they could be doing something more worthwhile with their time.,
A23126,training,in favor of,Should we ban telemarketing?,Conformity: interpersonal,telemarketing is harassment. people who did not consent to contact are bombarded by calls from strangers. it's long past time to do away with telemarketing.,
A23053,training,in favor of,Should we abolish safe spaces?,Stimulation,"Safe spaces create an echo chamber where only currently accepted ideas are allowed to be spoken and any dissent is blocked out, preventing change and growth.",
A12443,validation,in favor of,Should Holocaust denial be a criminal offence?,Conformity: interpersonal,Holocaust denial encourages violence against Jews in people who believe it. This means it isn't valid free speech or expression.,
A22068,training,against,Should we adopt a zero-tolerance policy in schools?,Benevolence: caring,a zero-tolerance policy gives no leeway for administrators in cases where the crime may not be so serious.,
A20086,training,in favor of,Should we ban cosmetic surgery for minors?,Benevolence: dependability,"The ""perfect"" beauty teens aspire to achieve with cosmetic surgery isn't real. Pictures in magazines are often airbrushed or photo-shopped - or otherwise enhanced.",
A28305,training,against,Should we ban algorithmic trading?,Power: resources,"algorithmic trading makes it easier for poor people to get more money, all they need to do is come up with an algorithm that makes them more money",
A19075,training,in favor of,Should we abolish safe spaces?,Conformity: rules,abolishing safe spaces has to be recognized because people who has such a problems already have support from institutions and doctors.,
D02042,validation,in favor of,Should we develop Web 3.0?,Power: dominance,"Web 3.0 is defined as a decentralized web, where content does not lie in the hands of big corporations. Instead, it uses peer-to-peer infrastructure, so the information cannot be censored by corporations or the government. It is expected to ensure user privacy.",
E02108,validation,in favor of,Should we make living wages a human right?,Security: personal,"Nations that have adopted living wages for full-time jobs have highly profited from that step. It's been an economic booster because if people who earn & possess little can afford what they need, they will buy. So they increase demand. Demand increases supply. More supply means more jobs, more suppliers, lower costs, etc. ",
E01035,validation,in favor of,Should we invest in R&D?,Universalism: nature,Investing in R&D will create an incentive system for businesses to start with green solutions.,
A29448,training,against,Should we adopt an austerity regime?,Power: resources,austerity only suppresses the economy and makes the situation worse and for a longer period of time,
A31136,test,against,Should we end racial profiling?,Power: dominance,"Racial profiling is legal in certain cases, such as in cases of immigration.",
A24446,training,against,Should we abolish the Olympic Games?,Stimulation,the olympic games are a way for nations to compete in a friendly way and to encourage people of all ages to take up sport.,
A31111,test,in favor of,Should we prohibit women in combat?,Humility,fields of war are not places for women,
A22029,training,against,Should we fight for the abolition of nuclear weapons?,Security: societal,"nuclear weapons are a symbol of power and strength that can prevent other countries from attacks, giving us a place as a world power.",
D27041,training,against,WikiLeaks is not a bane?,Benevolence: dependability,Leakage of sensitive government information.,
A19338,validation,against,Should Holocaust denial be a criminal offence?,Self-direction: action,Criminalizing holocaust denial gives alt-right organizations a way to play the victim of the state and boost popularity and recruitment.,
A25304,training,against,Should we adopt atheism?,Tradition,"everyone has a right to follow the religion they truly believe, therefore we cannot impose atheism",
A23191,validation,against,Should we abandon television?,Hedonism,"there has always been types of entertainment and escape.  whether reading books, watching a play, or even attending a bullfight all are a way to enjoy.  tv is just another form of entertainment.",
A19444,training,against,Should we ban the use of child actors?,Power: resources,it is right and proper that talented children are able to earn money from acting,
A25428,training,against,Should we subsidize space exploration?,Benevolence: caring,"the country only has a certain amount of money, and it would be used better to help people here on earth than to explore space.",
A21244,training,against,Should we introduce compulsory voting?,Self-direction: action,some people just don't have an opinion about who to vote for,
D01045,validation,in favor of,Should we promote Zero Budget Natural Farming all over India?,Power: resources,"With ZBNF, the government does not have to spend crores of rupees on loan waiver schemes.",
A23428,training,against,Should we ban missionary work?,Power: dominance,missionary work is important as it brings relgion to new countries.,
A19050,training,against,Should we ban cosmetic surgery?,Self-direction: action,cosmetic surgery boosts people's self esteem.,
A27137,validation,against,Should Surrogacy be banned?,Security: societal,Surrogacy often enables one or both intended parents to have a genetic connection to their child.,
E01110,training,in favor of,We need stricter and homogeneous environmental legislation across the EU?,Universalism: nature,We should restrict delocalizing factories to third countries where environmental legislation is softer. We need unique legislation to avoid this.,
A09087,validation,against,Should Entrapment be legalized?,Security: societal,entrapment convinces people to commit a crime when they normally wouldn't and should not be legal.,
A21355,training,against,Should we legalize sex selection?,Tradition,"Choosing your baby's gender interferes with what nature intended. People should not ""play God"".",
A23350,training,in favor of,Should we abolish intellectual property rights?,Self-direction: action,we should abolish intellectual property rights because it create more laws from the copyrights and keeping it protected,
A22382,training,against,Should we ban cosmetic surgery for minors?,Universalism: objectivity,"in some cases cosmetic surgery is essential, such as after accidents, and therefore shouldn't be banned.",
A21363,training,against,Should we ban factory farming?,Power: resources,factory farming allows for increased food production for the increasing human population.,
A19313,training,in favor of,Should we abolish intellectual property rights?,Power: resources,it gives more people an opportunity to improve a product already on that market without worrying about copyright infringement.,
E05044,training,in favor of,The federal features of the European Treaties need to be strengthened?,Power: dominance,There is a lack of security and defense policy that can realistically be achieved by strengthening the Euro body as the 28th European army. ,
A15020,training,against,Should we abolish intellectual property rights?,Face,intellectual property rights mean that the people who come up with ideas or products get the financial gains from said product and so makes people more likely to innovate,
A29040,validation,in favor of,Should Entrapment be legalized?,Universalism: concern,"entrapment should be legal since the person was willing to do the illegal deed. they didn't know they were being entrapped, they thought they were really committing a crime.",
A30013,training,against,Should we end the use of economic sanctions?,Achievement,economic sanctions provide an easy way to protest and can easily be reversed when situations change.,
A22255,training,against,Should we ban the Church of Scientology?,Self-direction: action,"people should be free to worship and pray in any way that they choose, it is a fundamental right.",
A32490,test,against,Should we abandon marriage?,Tradition,we should not abandon marriage because some people still believe in the wedding vows,
A31440,test,against,Should we ban naturopathy?,Self-direction: thought,"in a democratic society, people should be allowed to try treatments if they so choose.",
A22258,validation,against,Should The use of public defenders be mandatory?,Power: resources,if someone can afford a good lawyer you are violating their rights by stopping them,
A19239,training,against,Should we ban cosmetic surgery?,Hedonism,"if people believe that they will be happier after cosmetic surgery, they should not be prevented from seeking that happiness",
A23274,training,in favor of,Should we fight for the abolition of nuclear weapons?,Universalism: concern,nuclear weapons shouldn't exist and if used erroneously could destroy the planet,
A22414,training,against,Should we legalize cannabis?,Achievement,"cannabis is a illegal drug for a reason, it is harmful dangerous drug that alters your mental capacity and should remain illegal.",
A23124,training,against,Should we abandon the use of school uniform?,Benevolence: dependability,School uniforms can prevent bullying due to economic background and appearance.,
A22449,training,in favor of,Should we abolish the three-strikes laws?,Power: resources,Three strikes laws lead to more people being put in jail which ends up being a burden on tax-payers and federal funding.,
A20408,training,in favor of,Should we abolish safe spaces?,Humility,we should abolish safe spaces because they take up too much room that could be used for more pressing matters.,
A18199,validation,in favor of,Homeopathy brings more harm than good?,Benevolence: caring,there is no reliable scientific evidence that homeopathy does any good and it is potentially dangerous because it may delay people taking conventional medical treatment,
A31313,test,in favor of,Should we end affirmative action?,Achievement,"we should end affirmative action since it is no longer fair, instead we should hire people based on skills not race.",
E02078,test,in favor of,Should we ban NGO boats and take migration out of the EU's hands?,Universalism: concern,NGOs are often America's way of interfering in European elections. NGOs must be policed more vigilantly to prevent America from interfering in our elections.,
A12425,training,in favor of,Should we stop the development of autonomous cars?,Security: personal,autonomous cars leave both passengers and pedestrians vulnerable to malicious hacking which could cause wide scale destruction.,
A27492,training,against,Should we legalize cannabis?,Security: societal,it send the wrong message to society that drug use is acceptable,
A24438,training,against,Should we abolish intellectual property rights?,Achievement,"intellectual property rights should not be abolished as they ensure that those who have had an original idea, financed research and development get rewarded for their effort and not have their innovation stolen",
A07072,training,in favor of,Should we legalize sex selection?,Universalism: objectivity,sex selection is the perfect solution to a family that has a history of all one gender.  many families want the perfect one and one so it's perfect for those as well.  it's a win no matter how you look.,
A18347,validation,against,Should we subsidize vocational education?,Self-direction: action,vocational education doesn't need to be subsidized.  it's an option and is up to the person to choose it and subsequently pay for it as well.,
A20473,training,against,Should we ban cosmetic surgery?,Hedonism,everyone has opinions about themselves and should be in control of how they treat their bodies,
A22178,training,in favor of,Should we legalize prostitution?,Stimulation,legalizing prostitution would allow for regulations and benefits that would help sex workers via offering protection with rights granted to legal employment as well as financial prosperity.,
E08008,training,in favor of,Should The EU integrate the armed forces of its member states?,Power: dominance,"In principle, I would be in favor of a European army, but I would tie it to a reform of European decision-making (majority or 2/3 majority). An army is worth nothing if the members cannot agree or if a single country uses it as a means of pressure to push through its own interests.",
A20466,training,in favor of,Should we introduce compulsory voting?,Conformity: rules,it is everyone's national duty to at least vote in elections,
A23248,training,in favor of,Should we ban cosmetic surgery?,Humility,cosmetic surgery is unnecessary and does not provide health benefits,
A29359,training,in favor of,Should we adopt atheism?,Universalism: concern,"atheism is a helpful belief, if everybody adopted it there would be no wars",
A25492,training,against,Should we cancel pride parades?,Universalism: tolerance,these parades help support and bring gays into the open,
A21286,training,in favor of,Should we legalize cannabis?,Self-direction: thought,scientific studies have shown that cannabis is safe as a recreational drug,
A27025,training,in favor of,Should we adopt a zero-tolerance policy in schools?,Benevolence: dependability,zero tolerance will improve educational standards and behaviour leading to better learning outcomes.,
A07034,training,against,Should we legalize cannabis?,Hedonism,cannabis especially the skunk variety can be very harmful to people and can lead on to them using harder drugs so therefore it should be illegal.,
A31207,test,in favor of,Should we ban naturopathy?,Achievement,"According to the American Cancer Society, ""scientific evidence does not support claims that naturopathic medicine can cure cancer or any other disease"".",
A27240,training,in favor of,Should we ban cosmetic surgery for minors?,Hedonism,plastic surgery is a life altering decision and should not be taken lightly so much so that if you are a minor you should not be allowed to get it,
A29319,validation,against,Should Assisted suicide be a criminal offence?,Stimulation,people who are terminally ill with no hope of survival should be spared the pain and suffering of living.,
A19322,training,in favor of,Should we subsidize embryonic stem cell research?,Achievement,"embryonic stem cell research may lead to life-saving treatments such as the growing of spare organs, which can save many lives.",
